Case Number,Address,Total Number Occupants,Total Number Units,Licence Commenced,Licence Expires
15/01785/HMOADL,9 Troy Close Oxford Oxfordshire OX3 7SG,4,4,05/04/2017,04/04/2018
16/02275/HMOADL,8 Troy Close Oxford Oxfordshire OX3 7SG,4,,23/12/2016,23/12/2017
16/03054/HMOADL,15 Troy Close Oxford Oxfordshire OX3 7SG,4,6,09/07/2016,09/10/2017
16/03394/HMOLIC,11 Troy Close Oxford Oxfordshire OX3 7SG,6,6,11/09/2016,11/09/2018
17/00342/HMOLIC,7 Troy Close Oxford Oxfordshire OX3 7SG,5,,31/03/2017,30/03/2018
16/04665/HMOLIC,15 Turn Again Lane Oxford Oxfordshire OX1 1QL,5,,01/11/2016,01/11/2017
16/03638/HMOADL,11 Tyndale Road Oxford Oxfordshire OX4 1JL,3,,30/08/2016,29/08/2018
16/04825/HMOLIC,20 Tyndale Road Oxford Oxfordshire OX4 1JL,5,5,15/11/2016,15/11/2021
16/05080/HMOADS,23 Tyndale Road Oxford Oxfordshire OX4 1JL,3,3,09/12/2016,09/12/2018
16/01748/HMOLIC,9 Tyndale Road Oxford Oxfordshire OX4 1JL,5,,30/12/2016,30/12/2017
16/01785/HMOADL,16 Underhill Circus Oxford Oxfordshire OX3 9LU,4,,13/03/2017,12/03/2018
16/04358/HMOADS,44 Union Street Oxford Oxfordshire OX4 1JP,4,,10/02/2017,10/02/2018
16/04672/HMOLIC,35 Union Street Oxford Oxfordshire OX4 1JP,5,3,04/11/2016,03/01/2018
16/05740/HMOADL,31 Union Street Oxford Oxfordshire OX4 1JP,4,,23/01/2017,22/01/2018
16/03848/HMOADL,24 Union Street Oxford Oxfordshire OX4 1JP,4,4,08/09/2016,08/09/2018
16/03844/HMOADL,16 Union Street Oxford Oxfordshire OX4 1JP,6,6,08/09/2016,08/11/2017
16/04066/HMOADS,37 Union Street Oxford Oxfordshire OX4 1JP,4,4,27/09/2016,27/09/2018
16/03461/HMOADL,2 Upper Fisher Row Oxford Oxfordshire OX1 2EZ,3,3,22/08/2016,22/10/2017
16/05739/HMOADS,32 Valentia Road Oxford Oxfordshire OX3 7PL,4,,23/01/2017,23/01/2018
16/04413/HMOADL,78 Valentia Road Oxford Oxfordshire OX3 7PW,5,5,24/10/2016,24/01/2021
16/04490/HMOADS,42 Valentia Road Headington Oxford OX3 7PL,4,4,17/10/2016,17/10/2017
16/04515/HMOADL,14 Valentia Road Oxford Oxfordshire OX3 7PL,5,,21/10/2016,20/01/2018
16/04567/HMOADS,4 Valentia Road Oxford Oxfordshire OX3 7PL,5,5,10/11/2016,24/01/2021
16/04712/HMOADS,103 Valentia Road Oxford Oxfordshire OX3 7PP,4,,12/11/2016,12/11/2018
16/04850/HMOLIC,41 Valentia Road Oxford Oxfordshire OX3 7PN,5,5,18/11/2016,17/01/2018
16/04912/HMOADL,19 Valentia Road Oxford Headington Oxfordshire OX3 7PN,5,,19/11/2016,18/02/2018
16/05180/HMOLIC,113 Valentia Road Oxford Oxfordshire OX3 7PP,6,6,14/12/2016,13/02/2018
16/05479/HMOADS,82A Valentia Road Oxford Oxfordshire OX3 7PW,4,,08/01/2017,07/01/2019
16/06221/HMOADL,45 Valentia Road Oxford Headington Oxfordshire OX3 7PN,4,4,06/03/2017,06/03/2018
17/01179/HMOLIC,74 Valentia Road Oxford Oxfordshire OX3 7PW,6,6,03/07/2017,02/07/2018
17/01810/HMOADL,52 Valentia Road Oxford Oxfordshire OX3 7PL,4,,30/06/2017,01/07/2018
17/02208/HMOADS,23 Valentia Road Oxford Oxfordshire OX3 7PN,4,4,01/08/2017,31/07/2018
17/02387/HMOADS,6 Valentia Road Oxford Oxfordshire OX3 7PL,4,4,07/08/2017,06/08/2018
16/06156/HMOLIC,15 Valentia Road Oxford Oxfordshire OX3 7PN,6,6,20/02/2017,19/02/2022
16/04410/HMOADL,2 Valentia Road Oxford Oxfordshire OX3 7PL,7,,28/10/2016,28/02/2018
16/05401/HMOADL,102 Valentia Road Oxford Oxfordshire OX3 7PW,5,,02/01/2017,01/01/2018
16/03116/HMOADS,62 Valentia Road Oxford Oxfordshire OX3 7PW,4,,16/07/2016,16/12/2017
16/00470/HMOADL,92A Valentia Road Oxford Oxfordshire OX3 7PW,3,,30/03/2016,24/01/2021
16/00975/HMOADL,80 Valentia Road Oxford Oxfordshire OX3 7PW,6,4,31/03/2016,31/03/2018
16/01963/HMOADL,82 Valentia Road Oxford Oxfordshire OX3 7PW,6,6,06/06/2016,06/06/2018
16/04246/HMOADS,66 Valentia Road Oxford Oxfordshire OX3 7PW,3,,13/10/2016,13/04/2018
16/02291/HMOADL,5 Valentia Road Oxford Oxfordshire OX3 7PN,4,4,30/06/2016,30/06/2018
15/04835/HMOADS,98 Valentia Road Oxford Oxfordshire OX3 7PW,4,4,08/12/2015,08/12/2017
16/02414/HMOADS,111 Valentia Road Oxford Oxfordshire OX3 7PP,4,4,18/06/2016,18/06/2018
17/00596/HMOLIC,21 Valentia Road Oxford Oxfordshire OX3 7PN,5,5,16/04/2017,15/04/2018
16/03028/HMOADS,82B Valentia Road Oxford Oxfordshire OX3 7PW,3,,30/07/2016,30/07/2018
15/05593/HMOADS,60 Valentia Road Headington Oxford OX3 7PL,3,,16/12/2016,15/12/2017
16/03281/HMOADL,100 Valentia Road Oxford Oxfordshire OX3 7PW,6,6,01/08/2016,01/08/2018
16/03339/HMOADS,30 Valentia Road Oxford Oxfordshire OX3 7PL,4,5,29/07/2016,29/07/2018
16/03360/HMOADL,64 Valentia Road Oxford Oxfordshire OX3 7PW,4,4,04/08/2016,04/12/2017
16/03596/HMOADS,10 Valentia Road Oxford Oxfordshire OX3 7PL,4,4,24/08/2016,24/03/2018
16/03943/HMOADL,8 Valentia Road Oxford Oxfordshire OX3 7PL,5,6,22/09/2016,22/11/2017
16/03997/HMOADL,99 Valentia Road Headington Oxford OX3 7PP,6,,25/09/2016,01/10/2017
16/04035/HMOADL,9 Valentia Road Oxford Oxfordshire OX3 7PN,5,5,26/09/2016,26/03/2018
16/02671/HMOADL,37 Valentia Road Oxford Headington Oxfordshire OX3 7PN,6,6,05/09/2016,05/09/2018
17/00449/HMOADL,42 Van Diemans Lane Oxford Oxfordshire OX4 3QD,5,5,20/04/2017,19/04/2018
15/00705/HMOADS,3 Venables Close Oxford Oxfordshire OX2 6DS,3,,11/04/2015,30/08/2018
16/05541/HMOADS,42 Venneit Close Oxford Oxfordshire OX1 1HY,3,3,13/01/2017,12/01/2018
16/04209/HMOADS,65 Venneit Close Oxford Oxfordshire OX1 1HY,3,3,09/10/2016,09/10/2018
16/04356/HMOADS,6 Venneit Close Oxford Oxfordshire OX1 1HZ,3,,17/10/2016,17/10/2018
16/04479/HMOADS,12 Venneit Close Oxford Oxfordshire OX1 1HZ,3,3,15/10/2016,15/10/2018
16/04498/HMOADL,45 Venneit Close Oxford Oxfordshire OX1 1HY,3,,28/10/2016,28/10/2018
16/04718/HMOADS,21 Venneit Close Oxford Oxfordshire OX1 1HZ,3,,05/11/2016,05/11/2018
16/04719/HMOADS,84 Venneit Close Oxford Oxfordshire OX1 1HY,4,,05/11/2016,05/11/2018
16/04800/HMOADS,79 Venneit Close Oxford Oxfordshire OX1 1HY,3,,09/11/2016,09/11/2018
16/05371/HMOADS,85 Venneit Close Oxford Oxfordshire OX1 1HY,4,,28/12/2016,24/01/2021
16/05718/HMOADS,39 Venneit Close Oxford Oxfordshire OX1 1HY,3,3,21/01/2017,20/01/2018
17/01091/HMOADS,25 Venneit Close Oxford Oxfordshire OX1 1HZ,3,,31/05/2017,30/05/2018
16/05853/HMOADS,53 Venneit Close Oxford Oxfordshire OX1 1HY,3,,24/02/2017,23/02/2018
16/05763/HMOADS,18 Venneit Close Oxford Oxfordshire OX1 1HZ,3,3,27/01/2017,27/01/2018
16/05921/HMOADS,73 Venneit Close Oxford Oxfordshire OX1 1HY,3,,06/02/2017,06/02/2019
17/00003/HMOADS,82 Venneit Close Oxford Oxfordshire OX1 1HY,4,4,04/02/2017,03/02/2018
17/01090/HMOADS,17 Venneit Close Oxford Oxfordshire OX1 1HZ,3,,18/05/2017,17/05/2018
16/03895/HMOADS,8 Venneit Close Oxford Oxfordshire OX1 1HZ,3,,11/01/2017,11/01/2018
16/05328/HMOADS,11 Venneit Close Oxford Oxfordshire OX1 1HZ,3,3,23/12/2016,23/12/2018
15/05194/HMOADS,61 Venneit Close Oxford Oxfordshire OX1 1HY,3,,14/01/2016,14/01/2018
16/05861/HMOADS,87 Venneit Close Oxford Oxfordshire OX1 1HY,4,,31/01/2017,31/01/2018
15/04622/HMOADS,86 Venneit Close Oxford Oxfordshire OX1 1HY,4,,03/11/2015,03/11/2017
16/03834/HMOADS,24 Venneit Close Oxford Oxfordshire OX1 1HZ,3,,10/09/2016,24/01/2021
15/05185/HMOADS,23 Venneit Close Oxford Oxfordshire OX1 1HZ,3,3,13/01/2016,13/01/2018
15/05239/HMOADS,15 Venneit Close Oxford Oxfordshire OX1 1HZ,3,,15/01/2016,15/01/2018
15/05240/HMOADS,14 Venneit Close Oxford Oxfordshire OX1 1HZ,3,2,15/01/2016,15/01/2018
15/05474/HMOADS,16 Venneit Close Oxford Oxfordshire OX1 1HZ,3,,16/01/2016,16/01/2018
15/05619/HMOADS,58 Venneit Close Oxford Oxfordshire OX1 1HY,3,3,30/01/2016,30/01/2018
15/05801/HMOADS,37 Venneit Close Oxford Oxfordshire OX1 1HY,3,,10/02/2016,10/02/2018
16/00930/HMOADS,74 Venneit Close Oxford Oxfordshire OX1 1HY,3,,01/05/2016,01/05/2018
16/01478/HMOADS,26 Venneit Close Oxford Oxfordshire OX1 1HZ,3,,28/09/2016,28/09/2017
16/01848/HMOADS,63 Venneit Close Oxford Oxfordshire OX1 1HY,3,,28/05/2016,28/05/2018
16/02131/HMOADS,47 Venneit Close Oxford Oxfordshire OX1 1HY,3,,13/01/2017,13/01/2018
16/02209/HMOADS,51 Venneit Close Oxford Oxfordshire OX1 1HY,3,,01/07/2016,01/07/2018
16/02748/HMOADS,62 Venneit Close Oxford Oxfordshire OX1 1HY,3,3,16/07/2016,16/07/2018
16/03754/HMOADS,40 Venneit Close Oxford Oxfordshire OX1 1HY,3,4,12/09/2016,12/09/2018
16/03832/HMOADS,76 Venneit Close Oxford Oxfordshire OX1 1HY,3,,09/09/2016,24/01/2021
16/00711/HMOADS,28 Venneit Close Oxford Oxfordshire OX1 1HY,3,2,15/04/2016,15/04/2018
15/04845/HMOADS,13 Venneit Close Oxford Oxfordshire OX1 1HZ,3,2,23/12/2015,23/12/2017
16/01332/HMOADS,45 Vicarage Road Oxford OX1 4RE,4,3,07/05/2016,07/11/2017
17/01350/HMOADL,66 Vicarage Road Oxford Oxfordshire OX1 4RE,4,,08/06/2017,07/06/2018
17/00223/HMOLIC,18A Vicarage Road Oxford Oxfordshire OX1 4RB,7,,22/03/2017,21/03/2018
16/04874/HMOLIC,63 Vicarage Road Oxford Oxfordshire OX1 4RE,7,7,19/11/2016,19/02/2018
16/02417/HMOADS,44 Vicarage Road Oxford Oxfordshire OX1 4RE,4,,20/04/2017,19/04/2018
16/03297/HMOADS,13 Vicarage Road Oxford Oxfordshire OX1 4RB,3,3,25/07/2016,25/12/2017
16/03845/HMOADS,31 Victor Street Oxford Oxfordshire OX2 6BT,3,3,08/09/2016,08/11/2017
16/04687/HMOADS,9 Victoria Road Oxford Oxfordshire OX2 7QF,5,,04/11/2016,03/02/2018
17/02244/HMOLIC,1 Walton Crescent Oxford Oxfordshire OX1 2JG,4,,18/07/2017,17/07/2018
15/00749/HMOLIC,2 Walton Crescent Oxford Oxfordshire OX1 2JG,6,6,04/10/2016,04/10/2017
15/03447/HMOLIC,47 Walton Crescent Oxford Oxfordshire OX1 2JQ,5,5,03/01/2017,03/01/2018
16/02104/HMOLIC,51 Walton Crescent Oxford Oxfordshire OX1 2JQ,6,6,05/08/2016,24/01/2021
16/03290/HMOADS,22A Walton Crescent Oxford Oxfordshire OX1 2JG,3,,24/07/2016,23/07/2018
16/04499/HMOADS,Bellasitum 25 Walton Lane Oxford Oxfordshire OX1 2JN,3,,28/10/2016,28/10/2017
16/06025/HMOLIC,93 Walton Street Oxford Oxfordshire OX2 6EB,7,7,12/02/2017,12/02/2018
15/03832/HMOLIC,45 Walton Street Oxford Oxfordshire OX2 6AD,7,7,02/12/2016,02/12/2017
17/02239/HMOADL,107 Walton Street Oxford Oxfordshire OX2 6AJ,7,4,08/08/2017,07/08/2018
17/00707/HMOADS,85A Walton Street Oxford Oxfordshire OX2 6EA,4,,05/04/2017,24/01/2021
16/05373/HMOADL,115 Walton Street Oxford Oxfordshire OX2 6AJ,5,,30/12/2016,29/01/2018
16/05347/HMOLIC,36A Walton Street Oxford Oxfordshire OX2 6AD,4,,24/12/2016,24/12/2017
16/04236/HMOADS,113A Walton Street Oxford Oxfordshire OX2 6AJ,4,,13/10/2016,13/12/2017
15/05146/HMOADL,48A Walton Street Oxford Oxfordshire OX2 6AD,5,,11/10/2016,11/10/2017
16/03331/HMOADS,84A Walton Street Oxford Oxfordshire OX2 6EA,3,,28/07/2016,28/11/2017
16/02815/HMOLIC,94 Walton Street Oxford Oxfordshire OX2 6EB,6,6,18/07/2017,17/07/2018
16/02459/HMOADS,102A Walton Street Oxford Oxfordshire OX2 6EB,5,,30/06/2016,30/11/2017
16/01496/HMOLIC,114A Walton Street Oxford Oxfordshire OX2 6AJ,5,5,11/05/2016,11/05/2018
16/03830/HMOLIC,77 Walton Street Oxford Oxfordshire OX2 6EA,5,,23/09/2016,24/01/2021
17/01527/HMOADS,85B Walton Street Oxford Oxfordshire OX2 6EA,4,,12/06/2017,24/01/2021
17/00924/HMOADS,Flat 3 Fettler's House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GE,4,,09/05/2017,24/01/2021
17/00914/HMOLIC,2 Walton Well Road Oxford Oxfordshire OX2 6ED,6,,25/04/2017,24/04/2022
17/00821/HMOLIC,15 Walton Well Road Oxford Oxfordshire OX2 6ED,5,,25/04/2017,24/04/2022
17/00808/HMOLIC,22 Walton Well Road Oxford Oxfordshire OX2 6ED,5,,25/04/2017,24/04/2022
17/00747/HMOADL,31 Walton Well Road Oxford Oxfordshire OX2 6ED,3,,05/04/2017,24/01/2021
17/00778/HMOADL,39A Walton Well Road Oxford Oxfordshire OX2 6ED,3,,05/04/2017,24/01/2021
17/00946/HMOADS,Flat 9 Fettler's House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GE,4,,09/05/2017,24/01/2021
17/01876/HMOADL,41B Walton Well Road Oxford Oxfordshire,3,,22/07/2017,24/01/2021
17/00781/HMOADL,26B Walton Well Road Oxford Oxfordshire OX2 6ED,4,,05/04/2017,24/01/2021
17/01011/HMOADS,Flat 14 Fettler's House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GE,4,,09/05/2017,24/01/2021
17/01532/HMOADS,20A Walton Well Road Oxford Oxfordshire OX2 6ED,3,,12/06/2017,24/01/2021
17/01897/HMOADL,Flat A 37 Walton Well Road Oxford Oxfordshire OX2 6ED,3,,30/07/2017,24/01/2021
17/01714/HMOADS,Flat 5 Fettler's House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GE,4,,09/07/2017,24/01/2021
16/02380/HMOADS,35A Walton Well Road Oxford Oxfordshire OX2 6ED,3,,22/12/2016,22/12/2017
17/01721/HMOADS,Flat B 37 Walton Well Road Oxford Oxfordshire OX2 6ED,3,,09/07/2017,24/01/2021
17/01873/HMOLIC,25 Walton Well Road Oxford Oxfordshire OX2 6ED,5,,16/07/2017,15/07/2022
17/01895/HMOADS,Basement And Ground Floor Maisonette 20 Walton Well Road Oxford Oxfordshire OX2 6ED,3,,30/07/2017,24/01/2021
17/00704/HMOLIC,4 Walton Well Road Oxford Oxfordshire OX2 6ED,7,,19/04/2017,18/04/2022
17/01869/HMOLIC,13 Walton Well Road Oxford Oxfordshire OX2 6ED,5,,16/07/2017,15/07/2022
16/02522/HMOADL,21 Walton Well Road Oxford Oxfordshire OX2 6ED,5,,23/02/2017,24/01/2021
17/00327/HMOADL,16 Walton Well Road Oxford Oxfordshire OX2 6ED,4,,04/01/2017,04/01/2018
16/02554/HMOLIC,5 Walton Well Road Oxford OX2 6ED,6,,23/02/2017,22/02/2022
15/02019/HMOADS,35B Walton Well Road Oxford Oxfordshire OX2 6ED,3,3,15/04/2016,15/04/2018
16/02087/HMOADS,11B Walton Well Road Oxford Oxfordshire OX2 6ED,3,,27/03/2017,24/01/2021
16/02108/HMOADS,Flat 24 Furnace House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GF,4,,04/06/2016,24/01/2021
16/02170/HMOLIC,23 Walton Well Road Oxford Oxfordshire OX2 6ED,5,5,15/07/2016,15/07/2021
16/02581/HMOLIC,8 Walton Well Road Oxford Oxfordshire OX2 6ED,5,,23/02/2017,22/02/2022
16/02592/HMOLIC,30 Walton Well Road Oxford Oxfordshire OX2 6ED,6,,23/07/2016,24/01/2021
16/02605/HMOLIC,17 Walton Well Road Oxford Oxfordshire OX2 6ED,6,,23/02/2017,22/02/2022
16/02609/HMOLIC,19 Walton Well Road Oxford Oxfordshire OX2 6ED,5,,23/02/2017,22/02/2022
16/03025/HMOLIC,24 Walton Well Road Oxford Oxfordshire OX2 6ED,6,,20/08/2016,24/01/2021
16/05098/HMOADL,43B Walton Well Road Oxford Oxfordshire OX2 6ED,4,,23/02/2017,24/01/2021
16/05639/HMOADS,6 Walton Well Road Oxford Oxfordshire OX2 6ED,4,,23/02/2017,24/01/2021
16/05874/HMOLIC,3 Walton Well Road Oxford Oxfordshire OX2 6ED,5,,07/04/2017,06/04/2018
16/06023/HMOADS,Flat 30 Furnace House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GF,4,,18/02/2017,24/01/2021
17/00293/HMOADS,Flat 12 Furnace House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GF,5,,22/03/2017,21/03/2018
16/02125/HMOADS,Flat 36 Furnace House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GF,4,,04/06/2016,24/01/2021
16/03067/HMOADS,62 Warburg Crescent Oxford OX4 5BS,4,4,11/07/2016,29/09/2017
16/05215/HMOADL,5 Warneford Road Oxford Oxfordshire OX4 1LT,5,5,16/12/2016,24/01/2021
17/02585/HMOADL,23 Warneford Road Oxford OX4 1LU,4,,22/08/2017,21/08/2018
17/02555/HMOADL,1A Warneford Road Oxford Oxfordshire OX4 1LT,4,,12/08/2017,13/08/2019
17/00813/HMOLIC,17 Warneford Road Oxford Oxfordshire OX4 1LU,5,5,30/04/2017,29/04/2022
16/06138/HMOADL,3 Warneford Road Oxford Oxfordshire OX4 1LT,5,5,19/02/2017,19/02/2018
16/04701/HMOLIC,27 Warneford Road Oxford OX4 1LU,5,5,30/11/2016,30/11/2021
16/04604/HMOADL,29 Warneford Road Oxford Oxfordshire OX4 1LU,7,,29/10/2016,29/11/2017
16/03808/HMOADS,21 Warneford Road Oxford Oxfordshire OX4 1LU,4,4,06/09/2016,06/11/2017
16/02645/HMOADL,26 Warneford Road Oxford Oxfordshire OX4 1LU,5,,08/02/2017,08/02/2018
16/02733/HMOADL,22 Warneford Road Oxford Oxfordshire OX4 1LU,5,5,21/07/2016,24/01/2021
16/03931/HMOADS,32 Warren Crescent Oxford Oxfordshire OX3 7NG,4,4,19/09/2016,19/10/2017
16/05473/HMOADS,30 Warren Crescent Oxford Oxfordshire OX3 7NG,4,4,08/01/2017,07/01/2018
16/06207/HMOADS,92 Warwick Street Oxford Oxfordshire OX4 1SY,4,,10/04/2017,10/04/2018
17/02681/HMOLIC,85 Warwick Street Oxford Oxfordshire OX4 1SZ,5,5,06/09/2017,05/09/2018
17/02512/HMOADL,11 Warwick Street Oxford Oxfordshire OX4 1SZ,5,,23/08/2017,22/08/2019
17/01920/HMOADL,84 Warwick Street Oxford Oxfordshire OX4 1SY,5,,02/07/2017,01/07/2018
17/01550/HMOADS,14 Warwick Street Oxford Oxfordshire OX4 1SX,4,,25/06/2017,24/06/2019
16/04038/HMOADL,9 Warwick Street Oxford Oxfordshire OX4 1SZ,4,,26/09/2016,26/09/2017
16/03425/HMOLIC,58 Warwick Street Oxford Oxfordshire OX4 1SX,6,,07/08/2016,07/11/2017
16/03193/HMOLIC,56 Warwick Street Oxford Oxfordshire OX4 1SX,8,,22/07/2016,22/10/2017
16/02802/HMOADS,27 Warwick Street Oxford OX4 1SZ,4,4,26/06/2016,26/10/2017
16/01780/HMOADS,33 Warwick Street Oxford Oxfordshire OX4 1SZ,4,,15/12/2016,15/12/2017
16/00606/HMOADS,24 Warwick Street Oxford Oxfordshire OX4 1SX,4,4,29/11/2016,29/11/2017
15/04683/HMOADS,40 Warwick Street Oxford OX4 1SX,4,4,19/12/2016,19/12/2017
15/00053/HMOADL,87 Warwick Street Oxford Oxfordshire OX4 1SZ,8,,19/12/2016,19/12/2017
17/00984/HMOLIC,41 Warwick Street Oxford Oxfordshire OX4 1SZ,5,5,17/05/2017,16/05/2018
17/01708/HMOLIC,28 Watlington Road Cowley Oxford Oxfordshire OX4 6SS,7,,12/07/2017,11/07/2018
16/04289/HMOADS,13 Waynflete Road Oxford Oxfordshire OX3 8BQ,4,4,14/10/2016,14/10/2017
17/00277/HMOADL,27 Weirs Lane Oxford Oxfordshire OX1 4UU,5,,21/09/2016,24/01/2021
16/02195/HMOADL,74 Weldon Road Oxford Oxfordshire OX3 0HP,5,5,08/06/2016,24/01/2021
16/02453/HMOADL,30 Weldon Road Oxford Oxfordshire OX3 0HP,5,3,12/06/2016,11/02/2018
16/05824/HMOADS,7 Weldon Road Oxford Oxfordshire OX3 0HP,4,,28/01/2017,28/01/2019
16/05939/HMOADS,8 Weldon Road Oxford Oxfordshire OX3 0HP,4,,09/02/2017,09/02/2018
17/00508/HMOADS,23 Weldon Road Oxford Oxfordshire OX3 0HP,4,,23/06/2017,22/06/2018
17/01738/HMOADL,64 Weldon Road Oxford Oxfordshire OX3 0HP,5,5,02/07/2017,01/07/2018
16/01400/HMOADS,27 Weldon Road Oxford Oxfordshire OX3 0HP,4,,14/03/2017,13/03/2018
17/02679/HMOADS,30 Wellington Street Oxford Oxfordshire OX2 6BB,3,,05/09/2017,04/09/2018
16/05121/HMOADS,19 Wellington Street Oxford OX2 6BB,4,,01/03/2017,28/02/2018
16/03337/HMOADS,26 Wellington Street Oxford Oxfordshire OX2 6BB,4,3,29/07/2016,29/10/2017
17/00982/HMOADS,12 West Street Oxford Oxfordshire OX2 0BQ,4,3,12/05/2017,11/05/2018
15/03434/HMOADL,28 Westbury Crescent Oxford Oxfordshire OX4 3RZ,6,,19/04/2017,18/04/2018
16/05913/HMOADS,16 Westbury Crescent Oxford Oxfordshire OX4 3RZ,4,,15/11/2016,15/11/2017
16/05973/HMOADL,30 Westbury Crescent Oxford Oxfordshire OX4 3RZ,8,,03/02/2017,03/02/2018
17/01606/HMOADL,3 Westbury Crescent Oxford Oxfordshire OX4 3RZ,5,,28/06/2017,27/06/2018
17/02715/HMOADL,32 Westbury Crescent Oxford Oxfordshire OX4 3RZ,6,6,02/09/2017,01/09/2019
16/03135/HMOLIC,26 Western Road Oxford Oxfordshire OX1 4LG,5,5,20/07/2016,20/10/2017
17/00009/HMOLIC,2 Western Road Oxford Oxfordshire OX1 4LG,6,,17/02/2017,17/02/2022
16/05499/HMOADL,25B Western Road Oxford Oxfordshire OX1 4LF,3,3,26/01/2017,24/01/2021
16/03907/HMOADS,14 Western Road Oxford Oxfordshire OX1 4LG,5,,12/09/2016,12/11/2017
16/03188/HMOADL,13 Western Road Oxford Oxfordshire OX1 4LF,5,4,22/07/2016,22/07/2018
16/02876/HMOLIC,7 Western Road Oxford Oxfordshire OX1 4LF,6,6,19/07/2017,18/07/2018
16/01716/HMOLIC,28 Western Road Oxford Oxfordshire OX1 4LG,6,6,21/05/2016,21/05/2018
16/03822/HMOLIC,8 Western Road Oxford Oxfordshire OX1 4LG,6,6,02/10/2016,24/01/2021
16/04074/HMOADS,69 Westlands Drive Oxford Oxfordshire OX3 9QS,4,4,28/09/2016,28/10/2017
17/00094/HMOLIC,65 Westlands Drive Oxford Oxfordshire OX3 9QS,5,,01/06/2016,10/11/2021
16/01497/HMOADL,33 Weyland Road Oxford Oxfordshire OX3 8PE,4,,11/05/2016,11/10/2017
16/02634/HMOLIC,50 Wharton Road Oxford Oxfordshire OX3 8AJ,7,5,25/06/2016,25/10/2017
17/01136/HMOADL,5 Wharton Road Oxford Oxfordshire OX3 8AH,5,5,23/05/2017,22/05/2018
16/02659/HMOADL,65 Wharton Road Oxford Oxfordshire OX3 8AL,6,,02/08/2016,02/11/2017
16/00135/HMOADS,63 Wharton Road Oxford Oxfordshire OX3 8AL,4,,23/02/2016,23/02/2018
16/00558/HMOADL,54 Wharton Road Oxford Headington Oxfordshire OX3 8AJ,7,7,02/04/2016,02/04/2021
16/04802/HMOADS,52 Wharton Road Oxford Oxfordshire OX3 8AJ,4,4,10/11/2016,24/01/2021
16/04452/HMOADL,2 White House Road Oxford Oxfordshire OX1 4NA,4,,12/05/2017,11/05/2018
16/06086/HMOLIC,39 Whitehouse Road Oxford Oxfordshire OX1 4PA,5,,14/02/2017,13/02/2018
17/00176/HMOADS,37 White House Road Oxford Oxfordshire OX1 4PA,4,3,15/08/2016,15/08/2018
16/03749/HMOADL,6 White Road Oxford Oxfordshire OX4 2JJ,5,5,21/08/2016,21/10/2017
17/01884/HMOADS,59 White Road Oxford Oxfordshire OX4 2JL,8,,13/07/2017,12/09/2018
16/04920/HMOADS,20 White Road Oxford Oxfordshire OX4 2JJ,4,,22/11/2016,24/01/2021
16/02772/HMOADL,8 White Road Oxford Oxfordshire OX4 2JJ,5,4,20/07/2016,20/10/2017
16/02503/HMOADL,73 White Road Oxford Oxfordshire OX4 2JL,6,6,28/06/2016,28/11/2017
17/00246/HMOADL,4 White Road Oxford Oxfordshire OX4 2JJ,5,,27/03/2017,26/03/2018
16/05199/HMOLIC,2 Whitson Place Oxford Oxfordshire OX4 3DD,9,,25/01/2017,25/01/2018
17/01358/HMOADL,6 Whitson Place Oxford OX4 3DD,8,,11/06/2017,10/06/2019
17/02176/HMOADS,2 Wilberforce Street Oxford Oxfordshire OX3 7AN,4,,31/07/2017,30/07/2019
16/04092/HMOADS,9 Wilcote Road Oxford Oxfordshire OX3 9NG,4,4,21/10/2016,21/10/2017
16/04174/HMOADS,24 Wilkins Road Oxford Oxfordshire OX4 2HX,4,4,07/10/2016,07/07/2018
17/01735/HMOADL,76 Wilkins Road Oxford Oxfordshire OX4 2JB,5,,01/07/2017,30/06/2019
16/04516/HMOADL,43 Wilkins Road Oxford Oxfordshire OX4 2HY,4,,20/10/2016,20/10/2017
17/00662/HMOADS,71 Wilkins Road Oxford Oxfordshire OX4 2HZ,4,,23/04/2017,22/04/2018
16/02984/HMOADS,Upper Flat A 61 Wilkins Road Oxford Oxfordshire OX4 2HZ,3,3,08/07/2016,08/10/2017
16/04853/HMOADL,9 William Kimber Crescent Oxford Oxfordshire OX3 8LW,5,,18/11/2016,17/12/2017
16/02977/HMOADS,46 William Street Oxford Oxfordshire OX3 0ER,3,,08/07/2016,08/11/2017
17/01516/HMOLIC,8A William Street Oxford Oxfordshire OX3 0ER,5,,21/06/2017,22/06/2022
17/02241/HMOADL,9 Willow Way Oxford OX4 5ET,5,,17/08/2017,16/08/2018
17/02259/HMOADS,34A Windmill Road Oxford Oxfordshire OX3 7BX,4,4,11/08/2017,10/08/2018
16/04731/HMOADL,97 Windmill Road Oxford Oxfordshire OX3 7BT,5,5,06/11/2016,06/11/2017
16/04747/HMOLIC,135 Windmill Road Oxford Oxfordshire OX3 7DN,6,6,07/11/2016,07/11/2017
